"repeat","lengths","index"
31,3.7600000000000002,39
31,2.685,40
31,0.855,41
31,11.205,42
31,6.805,43
31,0.005,44
31,0.1,45
31,3.8850000000000002,46
31,0.105,47
31,14.09,48
31,5.7250000000000005,49
31,8.040000000000001,50
31,0.445,51
31,0.11,52
31,2.875,53
31,10.005,54
31,3.055,55
31,4.655,56
31,0.14,57
31,3.89,58
31,4.625,59
31,8.995000000000001,60
32,0.005,1
32,0.005,2
32,0.115,3
32,7.55,4
32,2.955,5
32,3.65,6
32,0.09,7
32,0.095,8
32,0.05,9
32,0.115,10
32,1.345,11
32,3.27,12
32,2.4050000000000002,13
32,3.98,14
32,0.01,15
32,0.17,16
32,0.02,17
32,8.915000000000001,18
32,1.685,19
32,6.26,20
32,0.07,21
32,4.62,22
32,4.165,23
32,5.08,24
32,1.995,25
32,5.415,26
32,5.965,27
32,0.22,28
32,0.07,29
32,12.83,30
32,4.775,31
32,4.86,32
32,6.36,33
32,12.055,34
32,1.16,35
32,6.24,36
32,1.1500000000000001,37
32,6.09,38
32,1.435,39
32,0.215,40
32,0.34,41
32,14.255,42
32,3.0300000000000002,43
32,8.215,44
32,2.0100000000000002,45
32,5.88,46
32,0.27,47
32,3.6750000000000003,48
32,0.47000000000000003,49
32,15.42,50
32,0.035,51
32,0.04,52
32,0.075,53
32,10.855,54
32,0.18,55
32,7.795,56
32,2.685,57
32,4.115,58
32,0.085,59
32,11.26,60
32,1.1300000000000001,61
32,0.055,62
32,1.385,63
32,2.065,64
32,0.055,65
32,3.87,66
32,0.03,67
32,0.015,68
32,2.025,69
32,0.795,70
32,0.105,71
32,0.01,72
32,0.01,73
32,0.02,74
32,0.04,75
32,0.1,76
32,0.125,77
32,3.58,78
32,0.775,79
32,4.17,80
32,0.28,81
32,1.215,82
33,0.005,1
33,0.035,2
33,0.15,3
33,9.855,4
33,0.23,5
33,11.81,6
33,5.625,7
33,3.19,8
33,3.5500000000000003,9
33,1.57,10
33,8.620000000000001,11
33,1.135,12
33,8.93,13
33,2.71,14
33,3.13,15
33,11.120000000000001,16
33,6.11,17
33,1.82,18
33,6.525,19
33,30.52,20
33,1.26,21
33,0.86,22
33,0.105,23
33,3.06,24
33,0.28,25
33,2.93,26
33,0.405,27
33,3.845,28
33,0.73,29
33,10.74,30
33,0.07,31
33,3.36,32
33,0.04,33
33,15.26,34
33,4.125,35
33,3.455,36
33,0.37,37
33,3.995,38
33,6.08,39
33,4.335,40
33,4.64,41
33,7.385,42
33,3.355,43
33,4.1850000000000005,44
33,0.035,45
33,0.035,46
33,3.555,47
33,4.885,48
33,1.37,49
33,6.87,50
33,0.6,51
33,0.09,52
33,4.265,53
33,8.645,54
33,2.275,55
33,5.87,56
34,24.145,1
34,2.075,2
34,2.835,3
34,3.055,4
34,3.895,5
34,0.51,6
34,8.505,7
34,1.5050000000000001,8
34,4.11,9
34,2.88,10
34,1.565,11
34,0.095,12
34,0.035,13
34,4.1450000000000005,14
34,2.72,15
34,0.075,16
34,0.17,17
34,0.04,18
34,1.49,19
34,0.245,20
34,0.08,21
34,0.005,22
34,0.085,23
34,0.04,24
34,4.825,25
34,0.20500000000000002,26
34,0.355,27
34,7.085,28
34,10.75,29
34,9.595,30
34,19.84,31
34,0.05,32
34,0.255,33
34,0.37,34
34,17.82,35
34,0.11,36
34,2.565,37
34,5.59,38
34,0.4,39
34,3.65,40
34,2.58,41
34,3.215,42
34,0.155,43
34,3.74,44
34,9.725,45
34,3.475,46
34,4.97,47
34,7.965,48
34,5.95,49
34,3.3000000000000003,50
34,4.095,51
34,1.2,52
34,12.335,53
34,2.1750000000000003,54
34,5.58,55
34,4.13,56
34,3.23,57
34,0.3,58
34,4.87,59
34,4.885,60
34,4.36,61
35,8.005,1
35,0.495,2
35,5.035,3
35,0.09,4
35,12.86,5
35,3.055,6
35,8.155,7
35,2.875,8
35,0.145,9
35,0.27,10
35,8.185,11
35,4.135,12
35,35.295,13
35,4.68,14
35,5.48,15
35,4.225,16
35,0.02,17
35,0.09,18
35,6.16,19
35,0.085,20
35,4.68,21
35,3.325,22
35,3.1,23
35,4.83,24
35,16.65,25
35,0.455,26
35,10.24,27
35,7.275,28
35,12.315,29
35,4.9,30
35,4.43,31
35,0.325,32
35,3.125,33
35,6.19,34
35,38.315,35
35,0.08,36
35,0.1,37
35,9.13,38
35,1.2,39
36,0.005,1
36,3.7600000000000002,2
36,1.335,3
36,19.345,4
36,7.59,5
36,12.82,6
36,1.93,7
36,25.795,8
36,0.045,9
36,0.08,10
36,4.495,11
36,5.76,12
36,0.11,13
36,0.025,14
36,0.17,15
36,6.025,16
36,0.195,17
36,0.035,18
36,0.02,19
36,2.33,20
36,5.985,21
36,13.235,22
36,1.125,23
36,0.015,24
36,0.005,25
36,10.495000000000001,26
36,0.085,27
36,23.69,28
36,5.605,29
36,6.525,30
36,7.705,31
36,13.72,32
36,0.165,33
36,4.72,34
36,0.64,35
36,4.22,36
36,3.5700000000000003,37
36,30.265,38
36,1.18,39
36,15.185,40
37,0.005,1
37,0.465,2
37,0.17,3
37,4.625,4
37,3.79,5
37,5.26,6
37,1.725,7
37,6.205,8
37,1.37,9
37,3.58,10
37,0.085,11
37,3.11,12
37,5.915,13
37,18.64,14
37,0.11,15
37,1.975,16
37,2.745,17
37,0.8150000000000001,18
37,0.06,19
37,0.115,20
37,0.22,21
37,4.61,22
37,1.57,23
37,20.080000000000002,24
37,5.5,25
37,0.355,26
37,0.1,27
37,2.75,28
37,0.02,29
37,0.035,30
37,0.025,31
37,3.825,32
37,0.05,33
37,1.585,34
37,18.0,35
37,17.095,36
37,1.475,37
37,7.7,38
37,0.06,39
37,3.415,40
37,5.7250000000000005,41
37,3.8200000000000003,42
37,0.43,43
37,8.115,44
37,9.22,45
37,12.36,46
37,0.085,47
37,0.085,48
37,0.13,49
37,0.08,50
37,0.15,51
37,3.625,52
37,0.075,53
37,0.125,54
37,0.025,55
37,6.675,56
37,0.16,57
37,8.03,58
37,6.945,59
37,15.8,60
37,0.05,61
37,9.06,62
38,3.6350000000000002,1
38,0.395,2
38,8.71,3
38,0.335,4
38,12.1,5
38,2.97,6
38,11.67,7
38,0.34,8
38,15.11,9
38,0.12,10
38,5.29,11
38,0.02,12
38,1.3,13
38,0.085,14
38,8.605,15
38,2.365,16
38,11.94,17
38,5.21,18
38,3.42,19
38,0.045,20
38,6.705,21
38,0.075,22
38,1.205,23
38,1.935,24
38,13.49,25
38,3.1350000000000002,26
38,4.555,27
38,0.2,28
38,0.045,29
38,0.04,30
38,8.455,31
38,5.015,32
38,6.54,33
38,0.15,34
38,9.475,35
38,0.255,36
38,0.105,37
38,0.05,38
38,9.105,39
38,1.24,40
38,20.135,41
38,3.545,42
38,1.1400000000000001,43
38,0.095,44
38,0.055,45
38,0.01,46
38,0.02,47
38,0.02,48
38,0.015,49
38,0.5700000000000001,50
38,25.490000000000002,51
38,0.265,52
38,0.23,53
38,1.025,54
38,4.625,55
38,3.915,56
38,11.98,57
38,1.43,58
39,3.25,1
39,0.04,2
39,0.135,3
39,4.37,4
39,0.05,5
39,0.195,6
39,1.45,7
39,4.4350000000000005,8
39,8.97,9
39,0.9450000000000001,10
39,1.24,11
39,0.56,12
39,22.515,13
39,4.61,14
39,10.875,15
39,0.68,16
39,3.06,17
39,4.305,18
39,10.965,19
39,0.035,20
39,6.105,21
39,3.37,22
39,5.005,23
39,2.4050000000000002,24
39,4.18,25
39,0.88,26
39,1.855,27
39,0.025,28
39,4.57,29
39,0.485,30
39,12.61,31
39,7.46,32
39,5.925,33
39,0.12,34
39,0.035,35
39,2.46,36
39,10.345,37
39,0.41500000000000004,38
39,2.495,39
39,0.045,40
39,0.34,41
39,5.75,42
39,11.77,43
39,0.6900000000000001,44
39,5.2,45
39,0.5650000000000001,46
39,12.57,47
39,0.195,48
39,4.72,49
39,0.005,50
39,0.02,51
39,0.02,52
39,1.025,53
39,0.04,54
39,0.03,55
39,0.14,56
39,2.99,57
39,3.6,58
39,3.36,59
39,0.37,60
39,3.65,61
39,2.39,62
39,2.505,63
39,5.125,64
39,3.915,65
39,0.085,66
39,2.07,67
39,4.025,68
39,3.875,69
39,0.17,70
39,4.11,71
39,0.275,72
39,0.935,73
40,8.81,1
40,0.03,2
40,12.195,3
40,0.04,4
40,16.15,5
40,0.115,6
40,12.215,7
40,1.47,8
40,0.18,9
40,2.0300000000000002,10
40,7.405,11
40,1.395,12
40,10.465,13
40,0.02,14
40,0.32,15
40,0.2,16
40,6.465,17
40,2.5,18
40,0.11,19
40,0.015,20
40,20.625,21
40,4.775,22
40,31.650000000000002,23
40,2.29,24
40,1.915,25
40,0.185,26
40,12.885,27
40,0.045,28
40,0.12,29
40,4.335,30
40,10.895,31
40,0.405,32
40,5.68,33
40,4.375,34
40,5.57,35
40,0.22,36
40,6.345,37
40,1.87,38
40,0.045,39
40,4.815,40
40,4.595,41
40,0.28500000000000003,42
40,14.555,43
40,2.465,44
40,2.565,45
40,0.12,46
40,10.58,47
40,0.195,48
40,3.47,49
41,2.275,1
41,0.34,2
41,3.185,3
41,8.835,4
41,15.405000000000001,5
41,0.045,6
41,12.07,7
41,0.04,8
41,5.37,9
41,3.325,10
41,7.045,11
41,0.035,12
41,0.455,13
41,0.1,14
41,0.155,15
41,0.23500000000000001,16
41,0.295,17
41,4.63,18
41,11.790000000000001,19
41,0.03,20
41,2.47,21
41,2.515,22
41,2.815,23
41,7.33,24
41,4.215,25
41,0.525,26
41,8.815,27
41,2.7,28
41,7.615,29
41,4.345,30
41,9.125,31
41,0.045,32
41,0.23500000000000001,33
41,0.02,34
41,17.36,35
41,0.215,36
41,13.5,37
41,0.85,38
41,0.20500000000000002,39
41,0.015,40
41,3.145,41
41,3.11,42
41,8.035,43
41,2.445,44
41,7.8100000000000005,45
41,0.385,46
41,1.935,47
41,0.135,48
41,3.56,49
41,1.83,50
41,8.085,51
41,0.135,52
41,7.905,53
41,0.05,54
41,0.42,55
41,0.225,56
41,1.445,57
41,0.095,58
41,1.395,59
41,0.105,60
41,7.085,61
41,0.08,62
41,20.015,63
42,2.165,1
42,2.05,2
42,7.43,3
42,2.64,4
42,39.95,5
42,0.865,6
42,1.06,7
42,10.005,8
42,8.605,9
42,4.87,10
42,14.76,11
42,4.1850000000000005,12
42,2.975,13
42,1.05,14
42,4.735,15
42,0.045,16
42,4.1,17
42,3.115,18
42,15.98,19
42,5.495,20
42,3.685,21
42,0.59,22
42,4.74,23
42,0.01,24
42,3.985,25
42,3.9650000000000003,26
42,35.44,27
42,6.5600000000000005,28
42,7.71,29
42,0.39,30
42,1.855,31
42,0.365,32
42,20.27,33
42,4.245,34
42,10.115,35
43,0.02,1
43,1.35,2
43,3.725,3
43,3.665,4
43,0.1,5
43,0.145,6
43,2.08,7
43,4.345,8
43,0.14,9
43,0.02,10
43,5.785,11
43,4.5200000000000005,12
43,0.21,13
43,4.5,14
43,5.405,15
43,0.14,16
43,0.02,17
43,1.57,18
43,0.06,19
43,32.625,20
43,2.23,21
43,18.09,22
43,0.05,23
43,15.465,24
43,2.02,25
43,4.41,26
43,0.03,27
43,18.585,28
43,3.15,29
43,8.395,30
43,3.955,31
43,5.39,32
43,2.835,33
43,0.02,34
43,0.035,35
43,38.415,36
43,0.22,37
43,8.97,38
43,1.245,39
43,8.1,40
43,0.73,41
43,22.87,42
43,3.08,43
43,1.29,44
44,0.005,1
44,1.2550000000000001,2
44,0.13,3
44,0.005,4
44,0.305,5
44,22.11,6
44,5.3500000000000005,7
44,23.39,8
44,4.195,9
44,28.93,10
44,2.005,11
44,10.765,12
44,0.095,13
44,7.455,14
44,4.515,15
44,7.34,16
44,1.675,17
44,1.4000000000000001,18
44,2.06,19
44,10.145,20
44,0.14,21
44,0.065,22
44,9.11,23
44,5.4,24
44,3.34,25
44,0.005,26
44,0.195,27
44,3.14,28
44,4.12,29
44,15.43,30
44,0.03,31
44,25.45,32
44,0.025,33
44,0.06,34
44,5.2700000000000005,35
44,0.085,36
44,0.115,37
44,3.38,38
44,0.055,39
44,0.02,40
44,0.025,41
44,22.685,42
44,0.33,43
44,7.55,44
44,0.85,45
45,0.03,1
45,0.02,2
45,0.045,3
45,15.77,4
45,4.885,5
45,2.27,6
45,0.135,7
45,0.515,8
45,0.085,9
45,21.235,10
45,6.405,11
45,1.2750000000000001,12
45,0.075,13
45,0.855,14
45,2.92,15
45,20.07,16
45,4.825,17
45,8.18,18
45,2.075,19
45,0.375,20
45,0.055,21
45,17.865000000000002,22
45,0.92,23
45,22.145,24
45,3.8000000000000003,25
45,25.165,26
45,3.35,27
45,1.84,28
45,0.21,29
45,0.36,30
45,5.63,31
45,4.25,32
45,0.53,33
45,0.17,34
45,4.5200000000000005,35
45,11.24,36
45,2.785,37
45,0.20500000000000002,38
45,0.135,39
45,7.955,40
45,2.23,41
45,2.44,42
45,0.305,43
45,1.5350000000000001,44
45,2.085,45
45,8.625,46
45,0.11,47
45,2.0300000000000002,48
45,0.01,49
45,0.065,50
45,0.32,51
45,15.075000000000001,52
46,0.01,1
46,12.06,2
46,5.07,3
46,11.1,4
46,0.06,5
46,1.92,6
46,2.685,7
46,21.725,8
46,2.245,9
46,20.385,10
46,0.14,11
46,0.51,12
46,1.85,13
46,6.245,14
46,0.8300000000000001,15
46,6.455,16
46,0.715,17
46,29.62,18
46,0.09,19
46,0.37,20
46,1.1300000000000001,21
46,4.4350000000000005,22
46,0.22,23
46,6.765000000000001,24
46,0.52,25
46,1.5250000000000001,26
46,2.935,27
46,10.52,28
46,3.295,29
46,25.885,30
46,2.855,31
46,4.555,32
46,1.01,33
46,17.275000000000002,34
46,4.18,35
46,14.6,36
46,4.515,37
46,7.65,38
46,0.095,39
46,1.955,40
47,0.005,1
47,11.16,2
47,0.02,3
47,18.43,4
47,1.58,5
47,5.885,6
47,0.20500000000000002,7
47,6.775,8
47,0.085,9
47,0.315,10
47,0.78,11
47,4.98,12
47,6.890000000000001,13
47,9.085,14
47,0.165,15
47,3.85,16
47,0.02,17
47,0.035,18
47,7.0200000000000005,19
47,3.44,20
47,8.18,21
47,6.115,22
47,2.5500000000000003,23
47,3.46,24
47,3.3200000000000003,25
47,2.115,26
47,0.275,27
47,0.195,28
47,0.095,29
47,3.275,30
47,0.115,31
47,0.035,32
47,0.16,33
47,9.475,34
47,0.06,35
47,7.375,36
47,5.57,37
47,5.74,38
47,0.23500000000000001,39
47,12.955,40
47,1.905,41
47,5.595,42
47,0.19,43
47,9.05,44
47,0.085,45
47,16.93,46
47,5.25,47
47,10.865,48
47,0.24,49
47,22.895,50
47,3.585,51
47,7.8950000000000005,52
47,2.535,53
47,0.96,54
48,23.365000000000002,1
48,5.705,2
48,3.875,3
48,3.21,4
48,21.355,5
48,2.39,6
48,6.205,7
48,6.8,8
48,1.35,9
48,0.36,10
48,1.3800000000000001,11
48,0.385,12
48,9.915000000000001,13
48,0.5,14
48,15.285,15
48,0.185,16
48,12.88,17
48,0.24,18
48,0.02,19
48,0.185,20
48,15.115,21
48,0.47500000000000003,22
48,9.155,23
48,4.055,24
48,3.355,25
48,2.48,26
48,14.685,27
48,0.03,28
48,0.17500000000000002,29
48,2.3850000000000002,30
48,2.835,31
48,1.59,32
48,25.525000000000002,33
48,6.955,34
48,2.43,35
48,3.7600000000000002,36
48,9.48,37
48,4.025,38
48,15.685,39
48,0.22,40
49,0.06,1
49,7.390000000000001,2
49,3.6350000000000002,3
49,4.6850000000000005,4
49,0.02,5
49,0.31,6
49,0.305,7
49,0.55,8
49,1.67,9
49,1.485,10
49,1.085,11
49,2.68,12
49,0.19,13
49,0.115,14
49,0.01,15
49,0.075,16
49,0.03,17
49,25.225,18
49,0.155,19
49,11.27,20
49,0.39,21
49,3.775,22
49,8.31,23
49,5.2250000000000005,24
49,0.08,25
49,7.83,26
49,5.075,27
49,37.06,28
49,0.98,29
49,13.5,30
49,0.48,31
49,6.165,32
49,2.0,33
49,3.21,34
49,0.105,35
49,15.725,36
49,0.11,37
49,12.540000000000001,38
49,3.58,39
49,5.555,40
49,5.775,41
49,17.695,42
49,0.22,43
49,5.355,44
49,3.535,45
49,12.825000000000001,46
49,0.105,47
49,0.925,48
49,0.93,49
50,0.005,1
50,0.76,2
50,0.085,3
50,7.585,4
50,0.36,5
50,2.04,6
50,0.025,7
50,16.415,8
50,0.55,9
50,2.165,10
50,0.495,11
50,9.31,12
50,1.375,13
50,20.7,14
50,0.2,15
50,0.03,16
50,0.085,17
50,4.6850000000000005,18
50,0.085,19
50,12.06,20
50,0.17,21
50,1.085,22
50,4.335,23
50,9.73,24
50,0.25,25
50,1.62,26
50,0.145,27
50,0.075,28
50,0.34500000000000003,29
50,5.785,30
50,0.04,31
50,17.035,32
50,0.07,33
50,5.885,34
50,2.05,35
50,1.085,36
50,0.035,37
50,6.94,38
50,0.025,39
50,0.315,40
50,0.915,41
50,0.3,42
50,2.47,43
50,8.07,44
50,0.25,45
50,0.78,46
50,7.015000000000001,47
50,2.21,48
50,3.22,49
50,8.07,50
50,2.295,51
50,5.6000000000000005,52
50,5.465,53
50,4.5,54
50,0.045,55
50,0.11,56
50,4.785,57
50,1.975,58
50,0.17500000000000002,59
50,3.2,60
50,0.045,61
50,0.015,62
50,0.06,63
50,0.03,64
50,0.015,65
50,0.915,66
50,0.925,67
50,29.14,68
50,6.705,69
50,4.67,70
