"DF","PR","repeat","gamma","x"
4.47213595499958,1.6475489724420658,4,0.01,0.8563988250244786
7.368062997280774,1.6475489724420658,4,0.01,0.9068769400637486
12.139244620058346,1.6475489724420658,4,0.01,0.9508968563154935
20.000000000000004,1.6475489724420658,4,0.01,0.9802712443490761
1.0,2.7144176165949068,4,0.01,0.662902856190496
1.6475489724420658,2.7144176165949068,4,0.01,0.6917564217412138
2.7144176165949068,2.7144176165949068,4,0.01,0.8167121518301702
4.47213595499958,2.7144176165949068,4,0.01,0.9436678402533281
7.368062997280774,2.7144176165949068,4,0.01,0.965104893648049
12.139244620058346,2.7144176165949068,4,0.01,0.9925209891460595
20.000000000000004,2.7144176165949068,4,0.01,0.9980417074644278
1.0,4.47213595499958,4,0.01,0.9999791671006854
1.6475489724420658,4.47213595499958,4,0.01,0.9996458407116519
2.7144176165949068,4.47213595499958,4,0.01,1.0
4.47213595499958,4.47213595499958,4,0.01,0.9999791671006854
7.368062997280774,4.47213595499958,4,0.01,0.9999791671006854
12.139244620058346,4.47213595499958,4,0.01,0.9999791671006854
20.000000000000004,4.47213595499958,4,0.01,1.0
1.0,7.368062997280774,4,0.01,0.9997291723089102
1.6475489724420658,7.368062997280774,4,0.01,0.9985208641486636
2.7144176165949068,7.368062997280774,4,0.01,0.9999791671006854
4.47213595499958,7.368062997280774,4,0.01,1.0
7.368062997280774,7.368062997280774,4,0.01,1.0
12.139244620058346,7.368062997280774,4,0.01,0.9999791671006854
20.000000000000004,7.368062997280774,4,0.01,0.9999791671006854
1.0,12.139244620058346,4,0.01,0.9997708381075394
1.6475489724420658,12.139244620058346,4,0.01,1.0
2.7144176165949068,12.139244620058346,4,0.01,1.0
4.47213595499958,12.139244620058346,4,0.01,1.0
7.368062997280774,12.139244620058346,4,0.01,0.9999791671006854
12.139244620058346,12.139244620058346,4,0.01,0.9999791671006854
20.000000000000004,12.139244620058346,4,0.01,1.0
1.0,20.000000000000004,4,0.01,4.166579862919523e-5
1.6475489724420658,20.000000000000004,4,0.01,1.0
2.7144176165949068,20.000000000000004,4,0.01,0.21532884731568092
4.47213595499958,20.000000000000004,4,0.01,1.0
7.368062997280774,20.000000000000004,4,0.01,0.9999791671006854
12.139244620058346,20.000000000000004,4,0.01,0.9999791671006854
20.000000000000004,20.000000000000004,4,0.01,0.9999791671006854
1.0,1.0,5,0.01,0.5826336951313514
1.6475489724420658,1.0,5,0.01,0.6473198475031771
2.7144176165949068,1.0,5,0.01,0.6847149017728797
4.47213595499958,1.0,5,0.01,0.7691089768963146
7.368062997280774,1.0,5,0.01,0.8469198558363368
12.139244620058346,1.0,5,0.01,0.9140226245286557
20.000000000000004,1.0,5,0.01,0.9662715360096664
1.0,1.6475489724420658,5,0.01,0.6020499572925564
1.6475489724420658,1.6475489724420658,5,0.01,0.6495906335284681
2.7144176165949068,1.6475489724420658,5,0.01,0.7546092789733547
4.47213595499958,1.6475489724420658,5,0.01,0.8525655715505926
7.368062997280774,1.6475489724420658,5,0.01,0.9188975229682715
12.139244620058346,1.6475489724420658,5,0.01,0.9258973771379763
20.000000000000004,1.6475489724420658,5,0.01,0.9765213224724485
1.0,2.7144176165949068,5,0.01,0.6561946626111956
1.6475489724420658,2.7144176165949068,5,0.01,0.6724859898752109
2.7144176165949068,2.7144176165949068,5,0.01,0.8541697047978167
4.47213595499958,2.7144176165949068,5,0.01,0.9396054248869815
7.368062997280774,2.7144176165949068,5,0.01,0.963500760400825
12.139244620058346,2.7144176165949068,5,0.01,0.9935209683131602
20.000000000000004,2.7144176165949068,5,0.01,0.9967084019082936
1.0,4.47213595499958,5,0.01,1.0
1.6475489724420658,4.47213595499958,5,0.01,0.9997083394095956
2.7144176165949068,4.47213595499958,5,0.01,0.9999791671006854
4.47213595499958,4.47213595499958,5,0.01,0.9999791671006854
7.368062997280774,4.47213595499958,5,0.01,0.9999791671006854
12.139244620058346,4.47213595499958,5,0.01,0.9999791671006854
20.000000000000004,4.47213595499958,5,0.01,1.0
1.0,7.368062997280774,5,0.01,0.0004791566842357451
1.6475489724420658,7.368062997280774,5,0.01,0.9999166684027416
2.7144176165949068,7.368062997280774,5,0.01,1.0
4.47213595499958,7.368062997280774,5,0.01,0.9999791671006854
7.368062997280774,7.368062997280774,5,0.01,0.9999791671006854
12.139244620058346,7.368062997280774,5,0.01,1.0
20.000000000000004,7.368062997280774,5,0.01,1.0
1.0,12.139244620058346,5,0.01,0.9978958771692257
1.6475489724420658,12.139244620058346,5,0.01,0.0003541592883481594
2.7144176165949068,12.139244620058346,5,0.01,1.0
4.47213595499958,12.139244620058346,5,0.01,1.0
7.368062997280774,12.139244620058346,5,0.01,1.0
12.139244620058346,12.139244620058346,5,0.01,1.0
20.000000000000004,12.139244620058346,5,0.01,0.9999791671006854
1.0,20.000000000000004,5,0.01,0.0023541176225495303
1.6475489724420658,20.000000000000004,5,0.01,0.0
2.7144176165949068,20.000000000000004,5,0.01,0.03699922918272536
4.47213595499958,20.000000000000004,5,0.01,1.0
7.368062997280774,20.000000000000004,5,0.01,1.0
12.139244620058346,20.000000000000004,5,0.01,0.9999791671006854
20.000000000000004,20.000000000000004,5,0.01,1.0
1.0,1.0,6,0.01,0.5679256682152455
1.6475489724420658,1.0,6,0.01,0.618945438636695
2.7144176165949068,1.0,6,0.01,0.7074019291264765
4.47213595499958,1.0,6,0.01,0.7685256557155059
7.368062997280774,1.0,6,0.01,0.8412533072227661
12.139244620058346,1.0,6,0.01,0.9106060290410617
20.000000000000004,1.0,6,0.01,0.9560217495468845
1.0,1.6475489724420658,6,0.01,0.5868002749942709
1.6475489724420658,1.6475489724420658,6,0.01,0.6343409512301827
2.7144176165949068,1.6475489724420658,6,0.01,0.760650819774588
4.47213595499958,1.6475489724420658,6,0.01,0.8657319639174184
7.368062997280774,1.6475489724420658,6,0.01,0.8984812816399659
12.139244620058346,1.6475489724420658,6,0.01,0.9542301202058291
20.000000000000004,1.6475489724420658,6,0.01,0.9842294952188496
1.0,2.7144176165949068,6,0.01,0.6417366304868649
1.6475489724420658,2.7144176165949068,6,0.01,0.7115476760900814
2.7144176165949068,2.7144176165949068,6,0.01,0.8220453740547072
4.47213595499958,2.7144176165949068,6,0.01,0.9272723484927398
7.368062997280774,2.7144176165949068,6,0.01,0.9696464656986313
12.139244620058346,2.7144176165949068,6,0.01,0.9878752525989042
20.000000000000004,2.7144176165949068,6,0.01,0.9965000729151476
1.0,4.47213595499958,6,0.01,0.9976250494781359
1.6475489724420658,4.47213595499958,6,0.01,0.9988333576383825
2.7144176165949068,4.47213595499958,6,0.01,1.0
4.47213595499958,4.47213595499958,6,0.01,1.0
7.368062997280774,4.47213595499958,6,0.01,1.0
12.139244620058346,4.47213595499958,6,0.01,1.0
20.000000000000004,4.47213595499958,6,0.01,1.0
1.0,7.368062997280774,6,0.01,0.0001458302952021833
1.6475489724420658,7.368062997280774,6,0.01,0.9999166684027416
2.7144176165949068,7.368062997280774,6,0.01,0.9999791671006854
4.47213595499958,7.368062997280774,6,0.01,1.0
7.368062997280774,7.368062997280774,6,0.01,1.0
12.139244620058346,7.368062997280774,6,0.01,0.9999791671006854
20.000000000000004,7.368062997280774,6,0.01,1.0
1.0,12.139244620058346,6,0.01,1.0
1.6475489724420658,12.139244620058346,6,0.01,0.9999791671006854
2.7144176165949068,12.139244620058346,6,0.01,0.9999583342013708
4.47213595499958,12.139244620058346,6,0.01,0.9999791671006854
7.368062997280774,12.139244620058346,6,0.01,1.0
12.139244620058346,12.139244620058346,6,0.01,1.0
20.000000000000004,12.139244620058346,6,0.01,0.9999791671006854
1.0,20.000000000000004,6,0.01,0.999895835503427
1.6475489724420658,20.000000000000004,6,0.01,1.0
2.7144176165949068,20.000000000000004,6,0.01,0.04687402345784463
4.47213595499958,20.000000000000004,6,0.01,1.0
7.368062997280774,20.000000000000004,6,0.01,0.9999791671006854
12.139244620058346,20.000000000000004,6,0.01,1.0
20.000000000000004,20.000000000000004,6,0.01,0.9999791671006854
1.0,1.0,7,0.01,0.5485719047519844
1.6475489724420658,1.0,7,0.01,0.5878002541613716
2.7144176165949068,1.0,7,0.01,0.719339180433741
4.47213595499958,1.0,7,0.01,0.7676298410449782
7.368062997280774,1.0,7,0.01,0.8427532759734172
12.139244620058346,1.0,7,0.01,0.920064165329889
20.000000000000004,1.0,7,0.01,0.9588341909543551
1.0,1.6475489724420658,7,0.01,0.6147996916730901
1.6475489724420658,1.6475489724420658,7,0.01,0.6771733922209954
2.7144176165949068,1.6475489724420658,7,0.01,0.7758588362742442
4.47213595499958,1.6475489724420658,7,0.01,0.8565029895210516
7.368062997280774,1.6475489724420658,7,0.01,0.898835440928314
12.139244620058346,1.6475489724420658,7,0.01,0.9567509010228954
20.000000000000004,1.6475489724420658,7,0.01,0.9781879544176163
1.0,2.7144176165949068,7,0.01,0.6007583175350514
1.6475489724420658,2.7144176165949068,7,0.01,0.6931730588946063
2.7144176165949068,2.7144176165949068,7,0.01,0.8570238120039165
4.47213595499958,2.7144176165949068,7,0.01,0.9271056852982229
7.368062997280774,2.7144176165949068,7,0.01,0.9698339617924626
12.139244620058346,2.7144176165949068,7,0.01,0.9856252994729277
20.000000000000004,2.7144176165949068,7,0.01,0.997000062498698
1.0,4.47213595499958,7,0.01,0.9994791775171351
1.6475489724420658,4.47213595499958,7,0.01,0.9999583342013708
2.7144176165949068,4.47213595499958,7,0.01,0.9999791671006854
4.47213595499958,4.47213595499958,7,0.01,1.0
7.368062997280774,4.47213595499958,7,0.01,1.0
12.139244620058346,4.47213595499958,7,0.01,1.0
20.000000000000004,4.47213595499958,7,0.01,1.0
1.0,7.368062997280774,7,0.01,1.0
1.6475489724420658,7.368062997280774,7,0.01,1.0
2.7144176165949068,7.368062997280774,7,0.01,0.9999791671006854
4.47213595499958,7.368062997280774,7,0.01,0.9999791671006854
7.368062997280774,7.368062997280774,7,0.01,0.9999791671006854
12.139244620058346,7.368062997280774,7,0.01,0.9999791671006854
20.000000000000004,7.368062997280774,7,0.01,1.0
1.0,12.139244620058346,7,0.01,0.9999791671006854
1.6475489724420658,12.139244620058346,7,0.01,0.9999791671006854
2.7144176165949068,12.139244620058346,7,0.01,1.0
4.47213595499958,12.139244620058346,7,0.01,1.0
7.368062997280774,12.139244620058346,7,0.01,1.0
12.139244620058346,12.139244620058346,7,0.01,0.9999791671006854
20.000000000000004,12.139244620058346,7,0.01,0.9999791671006854
1.0,20.000000000000004,7,0.01,0.0016874648444824066
1.6475489724420658,20.000000000000004,7,0.01,0.9999583342013708
2.7144176165949068,20.000000000000004,7,0.01,0.08781067061102894
4.47213595499958,20.000000000000004,7,0.01,0.9999791671006854
7.368062997280774,20.000000000000004,7,0.01,1.0
12.139244620058346,20.000000000000004,7,0.01,0.9999791671006854
20.000000000000004,20.000000000000004,7,0.01,1.0
1.0,1.0,8,0.01,0.5594466781942042
1.6475489724420658,1.0,8,0.01,0.6463198683360764
2.7144176165949068,1.0,8,0.01,0.680194162621612
4.47213595499958,1.0,8,0.01,0.775358846690694
7.368062997280774,1.0,8,0.01,0.845815712172663
12.139244620058346,1.0,8,0.01,0.9079810837274224
20.000000000000004,1.0,8,0.01,0.955167600674986
1.0,1.6475489724420658,8,0.01,0.559717505885294
1.6475489724420658,1.6475489724420658,8,0.01,0.664611153934293
2.7144176165949068,1.6475489724420658,8,0.01,0.7687131518093373
4.47213595499958,1.6475489724420658,8,0.01,0.8549405220724569
7.368062997280774,1.6475489724420658,8,0.01,0.9158559196683402
12.139244620058346,1.6475489724420658,8,0.01,0.950042707443595
20.000000000000004,1.6475489724420658,8,0.01,0.9778546280285827
1.0,2.7144176165949068,8,0.01,0.6144871981833712
1.6475489724420658,2.7144176165949068,8,0.01,0.7380471240182496
2.7144176165949068,2.7144176165949068,8,0.01,0.8201704131163934
4.47213595499958,2.7144176165949068,8,0.01,0.9408137330472282
7.368062997280774,2.7144176165949068,8,0.01,0.9741880377492136
12.139244620058346,2.7144176165949068,8,0.01,0.9931459761254974
20.000000000000004,2.7144176165949068,8,0.01,0.9980417074644278
1.0,4.47213595499958,8,0.01,0.9998333368054833
1.6475489724420658,4.47213595499958,8,0.01,0.9975625507801921
2.7144176165949068,4.47213595499958,8,0.01,0.9999791671006854
4.47213595499958,4.47213595499958,8,0.01,0.9999791671006854
7.368062997280774,4.47213595499958,8,0.01,1.0
12.139244620058346,4.47213595499958,8,0.01,0.9999791671006854
20.000000000000004,4.47213595499958,8,0.01,1.0
1.0,7.368062997280774,8,0.01,0.999895835503427
1.6475489724420658,7.368062997280774,8,0.01,0.9999791671006854
2.7144176165949068,7.368062997280774,8,0.01,0.9992708485239891
4.47213595499958,7.368062997280774,8,0.01,1.0
7.368062997280774,7.368062997280774,8,0.01,1.0
12.139244620058346,7.368062997280774,8,0.01,1.0
20.000000000000004,7.368062997280774,8,0.01,1.0
1.0,12.139244620058346,8,0.01,1.0
1.6475489724420658,12.139244620058346,8,0.01,6.249869794379283e-5
2.7144176165949068,12.139244620058346,8,0.01,0.9999791671006854
4.47213595499958,12.139244620058346,8,0.01,0.9999791671006854
7.368062997280774,12.139244620058346,8,0.01,0.9999791671006854
12.139244620058346,12.139244620058346,8,0.01,1.0
20.000000000000004,12.139244620058346,8,0.01,0.9999791671006854
1.0,20.000000000000004,8,0.01,0.0006249869794379283
1.6475489724420658,20.000000000000004,8,0.01,0.0003333263890335618
2.7144176165949068,20.000000000000004,8,0.01,0.08153996791733506
4.47213595499958,20.000000000000004,8,0.01,1.0
7.368062997280774,20.000000000000004,8,0.01,1.0
12.139244620058346,20.000000000000004,8,0.01,0.9999791671006854
20.000000000000004,20.000000000000004,8,0.01,0.9999791671006854
1.0,1.0,9,0.01,0.578508781067061
1.6475489724420658,1.0,9,0.01,0.6515905918626695
2.7144176165949068,1.0,9,0.01,0.7010478948355242
4.47213595499958,1.0,9,0.01,0.7732755567592342
7.368062997280774,1.0,9,0.01,0.8530863940334577
12.139244620058346,1.0,9,0.01,0.9162934105539468
20.000000000000004,1.0,9,0.01,0.9528551488510656
1.0,1.6475489724420658,9,0.01,0.5956125914043457
1.6475489724420658,1.6475489724420658,9,0.01,0.6601737463802837
2.7144176165949068,1.6475489724420658,9,0.01,0.7596508406074873
4.47213595499958,1.6475489724420658,9,0.01,0.8644194912605987
7.368062997280774,1.6475489724420658,9,0.01,0.9081269140226246
12.139244620058346,1.6475489724420658,9,0.01,0.9401887460677902
20.000000000000004,1.6475489724420658,9,0.01,0.9776462990354368
1.0,2.7144176165949068,9,0.01,0.6801733297222975
1.6475489724420658,2.7144176165949068,9,0.01,0.7164017416303827
2.7144176165949068,2.7144176165949068,9,0.01,0.8485239890835607
4.47213595499958,2.7144176165949068,9,0.01,0.9305014478865024
7.368062997280774,2.7144176165949068,9,0.01,0.9729172308910231
12.139244620058346,2.7144176165949068,9,0.01,0.9867294431366013
20.000000000000004,2.7144176165949068,9,0.01,0.9990833524301577
1.0,4.47213595499958,9,0.01,0.9982500364575738
1.6475489724420658,4.47213595499958,9,0.01,0.9999583342013708
2.7144176165949068,4.47213595499958,9,0.01,0.9999375013020562
4.47213595499958,4.47213595499958,9,0.01,1.0
7.368062997280774,4.47213595499958,9,0.01,1.0
12.139244620058346,4.47213595499958,9,0.01,0.9999791671006854
20.000000000000004,4.47213595499958,9,0.01,1.0
1.0,7.368062997280774,9,0.01,0.9992083498260453
1.6475489724420658,7.368062997280774,9,0.01,1.0
2.7144176165949068,7.368062997280774,9,0.01,0.9999583342013708
4.47213595499958,7.368062997280774,9,0.01,0.9999791671006854
7.368062997280774,7.368062997280774,9,0.01,1.0
12.139244620058346,7.368062997280774,9,0.01,0.9999791671006854
20.000000000000004,7.368062997280774,9,0.01,1.0
1.0,12.139244620058346,9,0.01,0.9996458407116519
1.6475489724420658,12.139244620058346,9,0.01,1.0
2.7144176165949068,12.139244620058346,9,0.01,0.9999791671006854
4.47213595499958,12.139244620058346,9,0.01,0.9999791671006854
7.368062997280774,12.139244620058346,9,0.01,1.0
12.139244620058346,12.139244620058346,9,0.01,1.0
20.000000000000004,12.139244620058346,9,0.01,1.0
1.0,20.000000000000004,9,0.01,1.0
1.6475489724420658,20.000000000000004,9,0.01,0.0015416345492802234
2.7144176165949068,20.000000000000004,9,0.01,0.10603945751130185
4.47213595499958,20.000000000000004,9,0.01,1.0
7.368062997280774,20.000000000000004,9,0.01,0.9999791671006854
12.139244620058346,20.000000000000004,9,0.01,0.9999791671006854
20.000000000000004,20.000000000000004,9,0.01,1.0
1.0,1.0,10,0.01,0.579758755025937
1.6475489724420658,1.0,10,0.01,0.6385908626903606
2.7144176165949068,1.0,10,0.01,0.6955896752150997
4.47213595499958,1.0,10,0.01,0.764484073248474
7.368062997280774,1.0,10,0.01,0.8394200120830816
12.139244620058346,1.0,10,0.01,0.9122101622882857
20.000000000000004,1.0,10,0.01,0.9568133997208391
1.0,1.6475489724420658,10,0.01,0.6056332159746672
1.6475489724420658,1.6475489724420658,10,0.01,0.665027811920585
2.7144176165949068,1.6475489724420658,10,0.01,0.7752755150934355
4.47213595499958,1.6475489724420658,10,0.01,0.8659402929105644
7.368062997280774,1.6475489724420658,10,0.01,0.8910231036853399
12.139244620058346,1.6475489724420658,10,0.01,0.9439178350451032
20.000000000000004,1.6475489724420658,10,0.01,0.9791462677860878
1.0,2.7144176165949068,10,0.01,0.6272160996645904
1.6475489724420658,2.7144176165949068,10,0.01,0.7053394720943313
2.7144176165949068,2.7144176165949068,10,0.01,0.8315451761421637
4.47213595499958,2.7144176165949068,10,0.01,0.9387096102164538
7.368062997280774,2.7144176165949068,10,0.01,0.9649173975542176
12.139244620058346,2.7144176165949068,10,0.01,0.9922084956563405
20.000000000000004,2.7144176165949068,10,0.01,0.9981458719610008
1.0,4.47213595499958,10,0.01,0.9965209058144622
1.6475489724420658,4.47213595499958,10,0.01,0.9999791671006854
2.7144176165949068,4.47213595499958,10,0.01,1.0
4.47213595499958,4.47213595499958,10,0.01,1.0
7.368062997280774,4.47213595499958,10,0.01,1.0
12.139244620058346,4.47213595499958,10,0.01,1.0
20.000000000000004,4.47213595499958,10,0.01,1.0
1.0,7.368062997280774,10,0.01,1.0
1.6475489724420658,7.368062997280774,10,0.01,0.9993958459198766
2.7144176165949068,7.368062997280774,10,0.01,0.9999791671006854
4.47213595499958,7.368062997280774,10,0.01,0.9999791671006854
7.368062997280774,7.368062997280774,10,0.01,1.0
12.139244620058346,7.368062997280774,10,0.01,1.0
20.000000000000004,7.368062997280774,10,0.01,1.0
1.0,12.139244620058346,10,0.01,0.9975417178808775
