"DF","PR","repeat","sigma_p","x"
12.139244620058346,4.47213595499958,3,1.0,0.9616049665631966
20.000000000000004,4.47213595499958,3,1.0,0.9731880585821129
1.0,7.368062997280774,3,1.0,0.8187746088623153
1.6475489724420658,7.368062997280774,3,1.0,0.9276056748817733
2.7144176165949068,7.368062997280774,3,1.0,0.968833982625362
4.47213595499958,7.368062997280774,3,1.0,0.9946042790775192
7.368062997280774,7.368062997280774,3,1.0,0.9904376992145997
12.139244620058346,7.368062997280774,3,1.0,0.9918751692673069
20.000000000000004,7.368062997280774,3,1.0,0.9939792920980813
1.0,12.139244620058346,3,1.0,0.9354805108226912
1.6475489724420658,12.139244620058346,3,1.0,0.9801462469531885
2.7144176165949068,12.139244620058346,3,1.0,0.9999791671006854
4.47213595499958,12.139244620058346,3,1.0,1.0
7.368062997280774,12.139244620058346,3,1.0,0.9999791671006854
12.139244620058346,12.139244620058346,3,1.0,0.9999791671006854
20.000000000000004,12.139244620058346,3,1.0,1.0
1.0,20.000000000000004,3,1.0,0.8991687673173475
1.6475489724420658,20.000000000000004,3,1.0,0.9942292868898565
2.7144176165949068,20.000000000000004,3,1.0,0.9999791671006854
4.47213595499958,20.000000000000004,3,1.0,1.0
7.368062997280774,20.000000000000004,3,1.0,0.9999791671006854
12.139244620058346,20.000000000000004,3,1.0,0.9999791671006854
20.000000000000004,20.000000000000004,3,1.0,0.9999791671006854
1.0,1.0,4,1.0,0.7214641361638299
1.6475489724420658,1.0,4,1.0,0.6880898314618445
2.7144176165949068,1.0,4,1.0,0.7224224495323014
4.47213595499958,1.0,4,1.0,0.7451094768858982
7.368062997280774,1.0,4,1.0,0.7241932459740422
12.139244620058346,1.0,4,1.0,0.7594008458157122
20.000000000000004,1.0,4,1.0,0.7317347555259266
1.0,1.6475489724420658,4,1.0,0.7032770150621862
1.6475489724420658,1.6475489724420658,4,1.0,0.7032770150621862
2.7144176165949068,1.6475489724420658,4,1.0,0.781983708672736
4.47213595499958,1.6475489724420658,4,1.0,0.7898168788150247
7.368062997280774,1.6475489724420658,4,1.0,0.8101914543447012
12.139244620058346,1.6475489724420658,4,1.0,0.8101706214453865
20.000000000000004,1.6475489724420658,4,1.0,0.8292952230161872
1.0,2.7144176165949068,4,1.0,0.674548446907356
1.6475489724420658,2.7144176165949068,4,1.0,0.7724422407866502
2.7144176165949068,2.7144176165949068,4,1.0,0.8243994916772567
4.47213595499958,2.7144176165949068,4,1.0,0.8184204495739672
7.368062997280774,2.7144176165949068,4,1.0,0.8914189287723172
12.139244620058346,2.7144176165949068,4,1.0,0.8891689756463407
20.000000000000004,2.7144176165949068,4,1.0,0.9049186475281765
1.0,4.47213595499958,4,1.0,0.7235265931959751
1.6475489724420658,4.47213595499958,4,1.0,0.8589612716401742
2.7144176165949068,4.47213595499958,4,1.0,0.8907939417928793
4.47213595499958,4.47213595499958,4,1.0,0.9263140351242682
7.368062997280774,4.47213595499958,4,1.0,0.947605258223787
12.139244620058346,4.47213595499958,4,1.0,0.9631049353138477
20.000000000000004,4.47213595499958,4,1.0,0.951126018207954
1.0,7.368062997280774,4,1.0,0.8700652069748547
1.6475489724420658,7.368062997280774,4,1.0,0.924876565071561
2.7144176165949068,7.368062997280774,4,1.0,0.9670840190829357
4.47213595499958,7.368062997280774,4,1.0,0.9886252369742297
7.368062997280774,7.368062997280774,4,1.0,0.9952500989562717
12.139244620058346,7.368062997280774,4,1.0,0.9851253098893773
20.000000000000004,7.368062997280774,4,1.0,0.9969583967000687
1.0,12.139244620058346,4,1.0,0.9314389283556592
1.6475489724420658,12.139244620058346,4,1.0,0.977375471344347
2.7144176165949068,12.139244620058346,4,1.0,0.9995625091143935
4.47213595499958,12.139244620058346,4,1.0,0.9983125351555175
7.368062997280774,12.139244620058346,4,1.0,1.0
12.139244620058346,12.139244620058346,4,1.0,0.9999791671006854
20.000000000000004,12.139244620058346,4,1.0,1.0
1.0,20.000000000000004,4,1.0,0.924772400574988
1.6475489724420658,20.000000000000004,4,1.0,0.9993541801212474
2.7144176165949068,20.000000000000004,4,1.0,1.0
4.47213595499958,20.000000000000004,4,1.0,1.0
7.368062997280774,20.000000000000004,4,1.0,1.0
12.139244620058346,20.000000000000004,4,1.0,1.0
20.000000000000004,20.000000000000004,4,1.0,0.9999791671006854
1.0,1.0,5,1.0,0.643694923022437
1.6475489724420658,1.0,5,1.0,0.689256473823462
2.7144176165949068,1.0,5,1.0,0.7284848232328494
4.47213595499958,1.0,5,1.0,0.7184225328638987
7.368062997280774,1.0,5,1.0,0.7505260307076936
12.139244620058346,1.0,5,1.0,0.7508593570967271
20.000000000000004,1.0,5,1.0,0.8418366284035749
1.0,1.6475489724420658,5,1.0,0.6980896231328514
1.6475489724420658,1.6475489724420658,5,1.0,0.7374221370388117
2.7144176165949068,1.6475489724420658,5,1.0,0.752213495552176
4.47213595499958,1.6475489724420658,5,1.0,0.8062748692735568
7.368062997280774,1.6475489724420658,5,1.0,0.7991916835065936
12.139244620058346,1.6475489724420658,5,1.0,0.8091081435803421
20.000000000000004,1.6475489724420658,5,1.0,0.8563988250244786
1.0,2.7144176165949068,5,1.0,0.6920064165329889
1.6475489724420658,2.7144176165949068,5,1.0,0.7474635945084478
2.7144176165949068,2.7144176165949068,5,1.0,0.7992541822045374
4.47213595499958,2.7144176165949068,5,1.0,0.8561071644340743
7.368062997280774,2.7144176165949068,5,1.0,0.8768775650507281
12.139244620058346,2.7144176165949068,5,1.0,0.8474823441178309
20.000000000000004,2.7144176165949068,5,1.0,0.9039811670590197
1.0,4.47213595499958,5,1.0,0.7550884356575904
1.6475489724420658,4.47213595499958,5,1.0,0.8662111206016542
2.7144176165949068,4.47213595499958,5,1.0,0.8905647799004187
4.47213595499958,4.47213595499958,5,1.0,0.944813649715631
7.368062997280774,4.47213595499958,5,1.0,0.9169808962313285
12.139244620058346,4.47213595499958,5,1.0,0.9611883085769046
20.000000000000004,4.47213595499958,5,1.0,0.9759588341909543
1.0,7.368062997280774,5,1.0,0.8281285806545697
1.6475489724420658,7.368062997280774,5,1.0,0.84752400991646
2.7144176165949068,7.368062997280774,5,1.0,0.9520843315764255
4.47213595499958,7.368062997280774,5,1.0,0.9837503385346139
7.368062997280774,7.368062997280774,5,1.0,0.9952084331576425
12.139244620058346,7.368062997280774,5,1.0,0.9971458927939001
20.000000000000004,7.368062997280774,5,1.0,0.9976667152767651
1.0,12.139244620058346,5,1.0,0.9862711193516802
1.6475489724420658,12.139244620058346,5,1.0,0.9955417595466761
2.7144176165949068,12.139244620058346,5,1.0,0.999895835503427
4.47213595499958,12.139244620058346,5,1.0,1.0
7.368062997280774,12.139244620058346,5,1.0,0.9951459344596988
12.139244620058346,12.139244620058346,5,1.0,0.9998333368054833
20.000000000000004,12.139244620058346,5,1.0,1.0
1.0,20.000000000000004,5,1.0,0.9335847169850628
1.6475489724420658,20.000000000000004,5,1.0,0.9861669548551072
2.7144176165949068,20.000000000000004,5,1.0,1.0
4.47213595499958,20.000000000000004,5,1.0,0.9999791671006854
7.368062997280774,20.000000000000004,5,1.0,0.9999791671006854
12.139244620058346,20.000000000000004,5,1.0,0.9999791671006854
20.000000000000004,20.000000000000004,5,1.0,1.0
1.0,1.0,6,1.0,0.6912564321576634
1.6475489724420658,1.0,6,1.0,0.6926522364117415
2.7144176165949068,1.0,6,1.0,0.7060061248723984
4.47213595499958,1.0,6,1.0,0.7165892377242141
7.368062997280774,1.0,6,1.0,0.741338722109956
12.139244620058346,1.0,6,1.0,0.7337972125580717
20.000000000000004,1.0,6,1.0,0.7737547134434699
1.0,1.6475489724420658,6,1.0,0.6628403574925522
1.6475489724420658,1.6475489724420658,6,1.0,0.7434220120414158
2.7144176165949068,1.6475489724420658,6,1.0,0.7647757338388783
4.47213595499958,1.6475489724420658,6,1.0,0.7863169517301722
7.368062997280774,1.6475489724420658,6,1.0,0.7782962854940522
12.139244620058346,1.6475489724420658,6,1.0,0.803108268577738
20.000000000000004,1.6475489724420658,6,1.0,0.8390033540967896
1.0,2.7144176165949068,6,1.0,0.7545051144767817
1.6475489724420658,2.7144176165949068,6,1.0,0.780067081935793
2.7144176165949068,2.7144176165949068,6,1.0,0.8321701631216016
4.47213595499958,2.7144176165949068,6,1.0,0.8753984291993917
7.368062997280774,2.7144176165949068,6,1.0,0.8825857794629278
12.139244620058346,2.7144176165949068,6,1.0,0.8750651028103581
20.000000000000004,2.7144176165949068,6,1.0,0.9113560134163872
1.0,4.47213595499958,6,1.0,0.7239640840815816
1.6475489724420658,4.47213595499958,6,1.0,0.836086748192746
2.7144176165949068,4.47213595499958,6,1.0,0.890960604987396
4.47213595499958,4.47213595499958,6,1.0,0.9177725464052833
7.368062997280774,4.47213595499958,6,1.0,0.9389179392095998
12.139244620058346,4.47213595499958,6,1.0,0.9539384596154247
20.000000000000004,4.47213595499958,6,1.0,0.9636257577967126
1.0,7.368062997280774,6,1.0,0.8167954834274286
1.6475489724420658,7.368062997280774,6,1.0,0.9139392929313973
2.7144176165949068,7.368062997280774,6,1.0,0.9839586675277598
4.47213595499958,7.368062997280774,6,1.0,0.9862919522509948
7.368062997280774,7.368062997280774,6,1.0,0.9737297139642924
12.139244620058346,7.368062997280774,6,1.0,0.9884585737797129
20.000000000000004,7.368062997280774,6,1.0,0.9963125768213162
1.0,12.139244620058346,6,1.0,0.8918564196579238
1.6475489724420658,12.139244620058346,6,1.0,0.9820837065894461
2.7144176165949068,12.139244620058346,6,1.0,0.9970625611966417
4.47213595499958,12.139244620058346,6,1.0,0.9999791671006854
7.368062997280774,12.139244620058346,6,1.0,0.9999791671006854
12.139244620058346,12.139244620058346,6,1.0,1.0
20.000000000000004,12.139244620058346,6,1.0,0.9999791671006854
1.0,20.000000000000004,6,1.0,0.9173350555196766
1.6475489724420658,20.000000000000004,6,1.0,1.0
2.7144176165949068,20.000000000000004,6,1.0,0.9999791671006854
4.47213595499958,20.000000000000004,6,1.0,1.0
7.368062997280774,20.000000000000004,6,1.0,0.9999791671006854
12.139244620058346,20.000000000000004,6,1.0,1.0
20.000000000000004,20.000000000000004,6,1.0,0.9999791671006854
1.0,1.0,7,1.0,0.6473823462011208
1.6475489724420658,1.0,7,1.0,0.7025895293848045
2.7144176165949068,1.0,7,1.0,0.6919230849357305
4.47213595499958,1.0,7,1.0,0.7077769213141393
7.368062997280774,1.0,7,1.0,0.7632757650882274
12.139244620058346,1.0,7,1.0,0.7893793879294181
20.000000000000004,1.0,7,1.0,0.7701089560634153
1.0,1.6475489724420658,7,1.0,0.6621945376137998
1.6475489724420658,1.6475489724420658,7,1.0,0.72948480239995
2.7144176165949068,1.6475489724420658,7,1.0,0.7631507676923397
4.47213595499958,1.6475489724420658,7,1.0,0.7937959625841128
7.368062997280774,1.6475489724420658,7,1.0,0.799379179600425
12.139244620058346,1.6475489724420658,7,1.0,0.828732734734693
20.000000000000004,1.6475489724420658,7,1.0,0.8415866336117998
1.0,2.7144176165949068,7,1.0,0.7455053019728756
1.6475489724420658,2.7144176165949068,7,1.0,0.7288389825211975
2.7144176165949068,2.7144176165949068,7,1.0,0.7954834274285952
4.47213595499958,2.7144176165949068,7,1.0,0.8509614383033687
7.368062997280774,2.7144176165949068,7,1.0,0.8580446240703319
12.139244620058346,2.7144176165949068,7,1.0,0.867565259057103
20.000000000000004,2.7144176165949068,7,1.0,0.8831899335430512
1.0,4.47213595499958,7,1.0,0.7630257702964521
1.6475489724420658,4.47213595499958,7,1.0,0.6834232620153747
2.7144176165949068,4.47213595499958,7,1.0,0.875377596300077
4.47213595499958,4.47213595499958,7,1.0,0.9337097143809504
7.368062997280774,4.47213595499958,7,1.0,0.9513135143017853
12.139244620058346,4.47213595499958,7,1.0,0.9403345763629924
20.000000000000004,4.47213595499958,7,1.0,0.9658965438220037
1.0,7.368062997280774,7,1.0,0.7864002833274307
1.6475489724420658,7.368062997280774,7,1.0,0.9417928793150143
2.7144176165949068,7.368062997280774,7,1.0,0.9620216245494886
4.47213595499958,7.368062997280774,7,1.0,0.9884585737797129
7.368062997280774,7.368062997280774,7,1.0,0.9784171163100769
12.139244620058346,7.368062997280774,7,1.0,0.9930418116289244
20.000000000000004,7.368062997280774,7,1.0,0.9976250494781359
1.0,12.139244620058346,7,1.0,0.9808753984291994
1.6475489724420658,12.139244620058346,7,1.0,0.9797087560675819
2.7144176165949068,12.139244620058346,7,1.0,0.9999791671006854
4.47213595499958,12.139244620058346,7,1.0,0.999166684027416
7.368062997280774,12.139244620058346,7,1.0,0.9998333368054833
12.139244620058346,12.139244620058346,7,1.0,1.0
20.000000000000004,12.139244620058346,7,1.0,1.0
1.0,20.000000000000004,7,1.0,0.9411262265369471
1.6475489724420658,20.000000000000004,7,1.0,0.9972917230891023
2.7144176165949068,20.000000000000004,7,1.0,0.9999791671006854
4.47213595499958,20.000000000000004,7,1.0,0.9999791671006854
7.368062997280774,20.000000000000004,7,1.0,1.0
12.139244620058346,20.000000000000004,7,1.0,1.0
20.000000000000004,20.000000000000004,7,1.0,1.0
1.0,1.0,8,1.0,0.7095685506551946
1.6475489724420658,1.0,8,1.0,0.6950896856315494
2.7144176165949068,1.0,8,1.0,0.7001937459636257
4.47213595499958,1.0,8,1.0,0.7008603987416929
7.368062997280774,1.0,8,1.0,0.7473594300118748
12.139244620058346,1.0,8,1.0,0.724255744671986
20.000000000000004,1.0,8,1.0,0.8037957542551197
1.0,1.6475489724420658,8,1.0,0.6867773588050249
1.6475489724420658,1.6475489724420658,8,1.0,0.7547551092685569
2.7144176165949068,1.6475489724420658,8,1.0,0.7593383471177684
4.47213595499958,1.6475489724420658,8,1.0,0.7706089456469657
7.368062997280774,1.6475489724420658,8,1.0,0.8270661027895252
12.139244620058346,1.6475489724420658,8,1.0,0.8150455198850024
20.000000000000004,1.6475489724420658,8,1.0,0.8325868211078936
1.0,2.7144176165949068,8,1.0,0.7281723297431304
1.6475489724420658,2.7144176165949068,8,1.0,0.7679631674340118
2.7144176165949068,2.7144176165949068,8,1.0,0.8242953271806838
4.47213595499958,2.7144176165949068,8,1.0,0.8403991583508676
7.368062997280774,2.7144176165949068,8,1.0,0.8648986479448345
12.139244620058346,2.7144176165949068,8,1.0,0.8998979187933585
20.000000000000004,2.7144176165949068,8,1.0,0.9159600841649133
1.0,4.47213595499958,8,1.0,0.7821503718672528
1.6475489724420658,4.47213595499958,8,1.0,0.8387950251036437
2.7144176165949068,4.47213595499958,8,1.0,0.9028770233953459
4.47213595499958,4.47213595499958,8,1.0,0.9245640715818421
7.368062997280774,4.47213595499958,8,1.0,0.9373763046603196
12.139244620058346,4.47213595499958,8,1.0,0.9607299847919835
20.000000000000004,4.47213595499958,8,1.0,0.9689381471219349
1.0,7.368062997280774,8,1.0,0.7787962750776025
1.6475489724420658,7.368062997280774,8,1.0,0.903647840669986
2.7144176165949068,7.368062997280774,8,1.0,0.9596466740276244
4.47213595499958,7.368062997280774,8,1.0,0.9869586050290619
7.368062997280774,7.368062997280774,8,1.0,0.9851878085873211
12.139244620058346,7.368062997280774,8,1.0,0.9883960750817691
20.000000000000004,7.368062997280774,8,1.0,0.9978958771692257
1.0,12.139244620058346,8,1.0,0.8982937855461345
1.6475489724420658,12.139244620058346,8,1.0,0.9998541697047978
2.7144176165949068,12.139244620058346,8,1.0,0.996791733505552
4.47213595499958,12.139244620058346,8,1.0,0.9999375013020562
7.368062997280774,12.139244620058346,8,1.0,0.9999791671006854
12.139244620058346,12.139244620058346,8,1.0,0.9999791671006854
20.000000000000004,12.139244620058346,8,1.0,1.0
1.0,20.000000000000004,8,1.0,0.9355221766213204
1.6475489724420658,20.000000000000004,8,1.0,0.9960417491302265
2.7144176165949068,20.000000000000004,8,1.0,0.9999791671006854
4.47213595499958,20.000000000000004,8,1.0,0.9999791671006854
7.368062997280774,20.000000000000004,8,1.0,0.9999791671006854
12.139244620058346,20.000000000000004,8,1.0,1.0
20.000000000000004,20.000000000000004,8,1.0,1.0
1.0,1.0,9,1.0,0.6642361617466302
1.6475489724420658,1.0,9,1.0,0.691943917835045
2.7144176165949068,1.0,9,1.0,0.7062977854628029
4.47213595499958,1.0,9,1.0,0.7317347555259266
7.368062997280774,1.0,9,1.0,0.7497135476344243
12.139244620058346,1.0,9,1.0,0.7483177433803463
20.000000000000004,1.0,9,1.0,0.764379908751901
1.0,1.6475489724420658,9,1.0,0.6944021999541676
1.6475489724420658,1.6475489724420658,9,1.0,0.7165267390262703
2.7144176165949068,1.6475489724420658,9,1.0,0.786900272910981
4.47213595499958,1.6475489724420658,9,1.0,0.8013583050353118
7.368062997280774,1.6475489724420658,9,1.0,0.7973792212662236
12.139244620058346,1.6475489724420658,9,1.0,0.825524468240245
20.000000000000004,1.6475489724420658,9,1.0,0.8351284348242745
1.0,2.7144176165949068,9,1.0,0.736109664381992
1.6475489724420658,2.7144176165949068,9,1.0,0.7870252703068686
2.7144176165949068,2.7144176165949068,9,1.0,0.8190246036540906
4.47213595499958,2.7144176165949068,9,1.0,0.8633986791941834
7.368062997280774,2.7144176165949068,9,1.0,0.87471094352201
12.139244620058346,2.7144176165949068,9,1.0,0.8902731193100144
20.000000000000004,2.7144176165949068,9,1.0,0.9103560342492865
1.0,4.47213595499958,9,1.0,0.7899002104122831
1.6475489724420658,4.47213595499958,9,1.0,0.8011708089414804
2.7144176165949068,4.47213595499958,9,1.0,0.8957521718297535
4.47213595499958,4.47213595499958,9,1.0,0.9525009895627174
7.368062997280774,4.47213595499958,9,1.0,0.9374388033582634
12.139244620058346,4.47213595499958,9,1.0,0.9688756484239912
20.000000000000004,4.47213595499958,9,1.0,0.9734172204745735
1.0,7.368062997280774,9,1.0,0.7977958792525156
1.6475489724420658,7.368062997280774,9,1.0,0.9408137330472282
2.7144176165949068,7.368062997280774,9,1.0,0.9643132434740943
4.47213595499958,7.368062997280774,9,1.0,0.987416928813983
7.368062997280774,7.368062997280774,9,1.0,0.9877919210016458
12.139244620058346,7.368062997280774,9,1.0,0.9946876106747776
20.000000000000004,7.368062997280774,9,1.0,0.9995416762150788
1.0,12.139244620058346,9,1.0,0.9465427803587425
1.6475489724420658,12.139244620058346,9,1.0,0.9915835086769026
2.7144176165949068,12.139244620058346,9,1.0,0.9981250390616863
4.47213595499958,12.139244620058346,9,1.0,0.9999791671006854
7.368062997280774,12.139244620058346,9,1.0,1.0
12.139244620058346,12.139244620058346,9,1.0,0.9999791671006854
20.000000000000004,12.139244620058346,9,1.0,1.0
1.0,20.000000000000004,9,1.0,0.9169183975333847
1.6475489724420658,20.000000000000004,9,1.0,0.9972708901897878
2.7144176165949068,20.000000000000004,9,1.0,0.9999791671006854
4.47213595499958,20.000000000000004,9,1.0,1.0
7.368062997280774,20.000000000000004,9,1.0,1.0
12.139244620058346,20.000000000000004,9,1.0,1.0
20.000000000000004,20.000000000000004,9,1.0,1.0
1.0,1.0,10,1.0,0.6304868648569821
1.6475489724420658,1.0,10,1.0,0.7173808878981688
2.7144176165949068,1.0,10,1.0,0.7494427199433346
4.47213595499958,1.0,10,1.0,0.7200058332118081
7.368062997280774,1.0,10,1.0,0.7120684985729464
12.139244620058346,1.0,10,1.0,0.7458594612612237
20.000000000000004,1.0,10,1.0,0.7712964313243474
1.0,1.6475489724420658,10,1.0,0.7336097164642403
1.6475489724420658,1.6475489724420658,10,1.0,0.7780879565009062
2.7144176165949068,1.6475489724420658,10,1.0,0.7238390866856941
4.47213595499958,1.6475489724420658,10,1.0,0.8056498822941188
7.368062997280774,1.6475489724420658,10,1.0,0.8358575863002854
12.139244620058346,1.6475489724420658,10,1.0,0.7877335888835649
20.000000000000004,1.6475489724420658,10,1.0,0.8164829899377096
1.0,2.7144176165949068,10,1.0,0.7105268640236662
1.6475489724420658,2.7144176165949068,10,1.0,0.7934418032957646
2.7144176165949068,2.7144176165949068,10,1.0,0.8227953584300327
4.47213595499958,2.7144176165949068,10,1.0,0.8366284035749255
7.368062997280774,2.7144176165949068,10,1.0,0.8817941292889732
12.139244620058346,2.7144176165949068,10,1.0,0.9063769504801983
20.000000000000004,2.7144176165949068,10,1.0,0.8980854565529884
1.0,4.47213595499958,10,1.0,0.8013791379346263
1.6475489724420658,4.47213595499958,10,1.0,0.8381283723255766
2.7144176165949068,4.47213595499958,10,1.0,0.9054603029103561
4.47213595499958,4.47213595499958,10,1.0,0.9428136913814296
7.368062997280774,4.47213595499958,10,1.0,0.942584529488969
